params: score_limit=14, eVal_upper_limit=4, align_min_limit=18, min_identity=80, matches=20, m_delta=59
exl_b		exl_c	exl_d	hits
sqt-3		1859	0		233
col-34		454		0		289
let-2		309		1		200
col-157		145		1		255
col-117		120		0		256
col-3		120		0		256
col-139		120		0		210
emb-9		105		0		160
dpy-13		105		1		895
col-125		98		0		239
dpy-3		94		0		131
col-111		93		2		49
col-98		68		0		166
col-96		61		1		238
col-155		55		1		242
col-43		54		0		250
col-95		39		0		177
col-154	 	38		1		253
col-97		37		0		160
col-166		31		0		96
col-122		27		0		208
col-114		23		0		122
col-160		21		0		117
col-109 	19		0		107
col-107		17		0		126
col-85		13		0		152
col-44 		13		0		161
col-110		10		0		35
col-45		9		3		17
col-176		8		0		106
dpy-7		8		5		34
col-159	 	8		0		109
col-60		8		1		15
col-39		7		0		97
rol-8		7		0		115
col-119		7		0		210
col-38		7		0		74
col-183		6		0		151
col-48		6		0		111
col-101		5		0		104
col-63		5		0		85
col-180		5		0		108
col-170 	5		0		95
col-169 	5		0		92
col-167		4		0		91
col-165		4		0		60
col-164 	3		0		25
col-77		3		0		151
col-161		3		0		139
ram-2		3		0		94
col-88 		2		0		82
col-185 	2		1		150
col-126		2		0		98
col-127		2		0		98
col-2		2		0		186
col-90		2		0		73
col-187		2		1		0
col-83		2		1		0
col-13		2		0		112
col-146		2		0		99
col-171 	2		0		13
col-12		2		0		124
dpy-8		1		1		49
sqt-1		1		0		52
col-7		1		0		96
col-62		1		0		90
col-143		1		0		114
col-20		1		0		94
col-181 	1		0		85
col-178		1		0		87
col-73		1		0		152
col-147		1		0		94
col-149		1		0		65
gna-1 		1		0		0
bli-1		1		0		13
col-186		1		1		2
col-153		1		0		9
col-89		1		0		81
dpy-5		1		0		85
col-163		1		0		0
col-174		1		2		13
col-9		1		0		70
col-121		1		0		6
col-177		1		0		3
col-84		1		0		35
col-182		1		0		73
col-40		1		0		118
col-86		1		0		4
col-80		1		0		185
col-33		1		0		103
col-81		1		0		92
col-130		1		0		119
col-118		1		0		60
col-19		1		0		65
col-91		1		0		64
col-35		1		1		63
col-129		0		0		126
col-140		0		0		107
crm-1		0		0		0
crm-1		0		0		0
crm-1		0		0		0
crm-1		0		0		0
col-156		0		0		84
col-68		0		0		67
col-158		0		0		56
col-17		0		0		166
col-41 		0		0		96
dpy-9 		0		0		31
col-50		0		0		80
lon-3 		0		0		3
col-141		0		0		105
col-104		0		1		66
crm-1		0		0		0
crm-1		0		0		0
col-150		0		0		18
col-49		0		0		52
col-51		0		0		98
col-179 	0		0		86
col-36		0		0		71
col-14		0		0		104
col-142		0		0		125
col-151		0		0		4
sqt-2		0		0		61
col-61		0		0		0
col-79		0		0		7
col-148		0		0		7
col-102		0		0		96
col-175 	0		0		38
cle-1		0		0		7
col-131 	0		0		0
col-132 	0		0		54
col-138		0		0		104
col-128 	0		0		4
col-184 	0		0		102
col-152 	0		0		13
col-54 		0		0		37
col-172 	0		0		10
col-173 	0		0		29
fipr-21 	0		0		0
col-64 		0		1		3
srxa-2		0		0		0
col-105		0		0		0
col-70 		0		0		0
col-69 		0		0		8
col-75 		0		0		3
col-53 		0		0		0
col-76 		0		0		4
col-135 	0		0		7
rol-6		0		0		70
col-78 		0		0		0
col-123 	0		0		15
col-72 		0		0		19
col-87 		0		0		4
col-37 		0		0			82
-----------------------------------------------------------
The other genes that we found
-----------------------------------------------------------
T02C5.1	3
Y113G7A.20	166
Y54B9A.1	250
let-526	18
Y105E8A.43	6
B0041.10	32
bli-2	47
col-55	33
clec-222	30
chc-1	3
Y51A2D.36	72
dpy-2	60
Y41C4A.23	5
let-711	6
Y43F8B.27	6
F57F4.2	4
T16H12.3	3
Y57A10A.40	40
mat-1	4
F53B3.8	3
Y43F8B.3	3
col-162	126
col-65	69
C52E12.1	3
F47G4.11	126
Y92C3A.8	4
coq-8	3
dpf-3	2
Y51A2D.37	126
grl-11	3
F19B10.5	4
C05D2.16	5
col-74	66
T28F2.1	2
F13E9.8	11
col-94	235
W03F9.4	4
F40F8.5	4
Y71G12B.13	11
col-144	146
Y116F11B.20	3
unc-22	24
Y105E8A.39	57
col-10	146
Y105E8A.28	3
Y41C4A.28	4
F31D4.11	238
ttn-1	4
col-106	28
Y69H2.24	185
nduf-5	4
lpr-4	3
col-145	159
Y60C6A.1	3
col-133	182
Y54F10AM.13	1
F43D9.11	160
col-52	7
F47G4.12	76
dpy-17	49
col-93	220
gnrr-5	4
unc-31	3
col-168	91
prp-6	1
tfg-1	5
set-16	7
Y48G9A.17	6
col-103	168
col-99	25
dpy-10	29
eif-1.A	5
col-113	47
col-124	210
col-92	227
T01D1.4	3
pab-1	4
col-108	92
cyk-1	3
mlt-7	3
clx-1	5
D1005.9	3
F27C1.11	3
hpo-35	3
col-137	95
col-42	121
Y51A2D.28	949
dpy-14	43
spe-15	2
C25E10.7	4
T07A9.8	3
C28C12.4	5
Y105E8A.44	191
sra-28	3
Y105E8A.42	155
col-58	43
F27B3.8	8
sec-24.1	14
fmi-1	6
htz-1	24
Y53C10A.10	12
ZK484.5	6
C23H5.10	3
ZK1025.13	2
ZC123.10	126
Y59A8B.36	1
sra-14	4
rol-1	32
col-115	40
dnc-5	3
F14D1.2	25
C35B1.4	5
exc-6	6
col-71	53
clec-223	8
cct-4	3
Y37A1A.4	3
C43D7.17	2
C02E7.17	3
BE10.7	3
F14H12.3	6
Y51F10.12	8
bli-6	132
M70.4	2
col-8	37
cof-2	3
Y53H1C.6	2
mec-5	2
dpy-4	225
lgc-10	3
Y80D3A.15	2
pqn-70	9
Y49E10.31	4
col-120	14
-----------------------------------------------------------
Summary:
-----------------------------------------------------------
* 14 genes from excel that D>=59
** 45 Got off off targets (hits for a gene that his D<=0)
*** 134 extra genes
