params: score_limit=14, eVal_upper_limit=3, align_min_limit=14, min_identity=80, matches=18, m_delta=19
exl_b		exl_c	exl_d	hits
sqt-3		1859	0		260
col-34		454		0		338
let-2		309		1		239
col-157		145		1		281
col-117		120		0		302
col-3		120		0		302
col-139		120		0		269
emb-9		105		0		184
dpy-13		105		1		901
col-125		98		0		274
dpy-3		94		0		157
col-111		93		2		77
col-98		68		0		193
col-96		61		1		273
col-155		55		1		273
col-43		54		0		281
col-95		39		0		208
col-154	 	38		1		289
col-97		37		0		221
col-166		31		0		132
col-122		27		0		244
col-114		23		0		136
col-160		21		0		153
col-109 	19		0		126
col-107		17		0		158
col-85		13		0		188
col-44 		13		0		210
col-110		10		0		34
col-45		9		3		18
col-176		8		0		119
dpy-7		8		5		51
col-159	 	8		0		147
col-60		8		1		7
col-39		7		0		127
rol-8		7		0		139
col-119		7		0		243
col-38		7		0		86
col-183		6		0		186
col-48		6		0		139
col-101		5		0		137
col-63		5		0		101
col-180		5		0		132
col-170 	5		0		135
col-169 	5		0		127
col-167		4		0		130
col-165		4		0		72
col-164 	3		0		35
col-77		3		0		177
col-161		3		0		156
ram-2		3		0		128
col-88 		2		0		114
col-185 	2		1		179
col-126		2		0		119
col-127		2		0		119
col-2		2		0		237
col-90		2		0		130
col-187		2		1		0
col-83		2		1		0
col-13		2		0		142
col-146		2		0		114
col-171 	2		0		19
col-12		2		0		151
dpy-8		1		1		82
sqt-1		1		0		87
col-7		1		0		127
col-62		1		0		121
col-143		1		0		130
col-20		1		0		120
col-181 	1		0		126
col-178		1		0		111
col-73		1		0		175
col-147		1		0		112
col-149		1		0		86
gna-1 		1		0		0
bli-1		1		0		19
col-186		1		1		5
col-153		1		0		6
col-89		1		0		97
dpy-5		1		0		89
col-163		1		0		0
col-174		1		2		24
col-9		1		0		54
col-121		1		0		11
col-177		1		0		3
col-84		1		0		56
col-182		1		0		89
col-40		1		0		142
col-86		1		0		7
col-80		1		0		228
col-33		1		0		127
col-81		1		0		107
col-130		1		0		145
col-118		1		0		70
col-19		1		0		100
col-91		1		0		72
col-35		1		1		84
col-129		0		0		136
col-140		0		0		136
crm-1		0		0		0
crm-1		0		0		0
crm-1		0		0		0
crm-1		0		0		0
col-156		0		0		101
col-68		0		0		66
col-158		0		0		88
col-17		0		0		185
col-41 		0		0		140
dpy-9 		0		0		53
col-50		0		0		73
lon-3 		0		0		5
col-141		0		0		116
col-104		0		1		84
crm-1		0		0		0
crm-1		0		0		0
col-150		0		0		19
col-49		0		0		54
col-51		0		0		111
col-179 	0		0		107
col-36		0		0		91
col-14		0		0		131
col-142		0		0		152
col-151		0		0		3
sqt-2		0		0		82
col-61		0		0		8
col-79		0		0		3
col-148		0		0		18
col-102		0		0		124
col-175 	0		0		50
cle-1		0		0		5
col-131 	0		0		8
col-132 	0		0		72
col-138		0		0		140
col-128 	0		0		10
col-184 	0		0		117
col-152 	0		0		8
col-54 		0		0		44
col-172 	0		0		6
col-173 	0		0		18
fipr-21 	0		0		0
col-64 		0		1		0
srxa-2		0		0		0
col-105		0		0		0
col-70 		0		0		0
col-69 		0		0		9
col-75 		0		0		0
col-53 		0		0		5
col-76 		0		0		3
col-135 	0		0		5
rol-6		0		0		94
col-78 		0		0		0
col-123 	0		0		23
col-72 		0		0		22
col-87 		0		0		3
