params: score_limit=14, eVal_upper_limit=4, align_min_limit=18, min_identity=60, matches=16, m_delta=99
exl_b		exl_c	exl_d	hits
sqt-3		1859	0		299
col-34		454		0		381
let-2		309		1		320
col-157		145		1		318
col-117		120		0		342
col-3		120		0		342
col-139		120		0		320
emb-9		105		0		240
dpy-13		105		1		903
col-125		98		0		312
dpy-3		94		0		205
col-111		93		2		103
col-98		68		0		247
col-96		61		1		316
col-155		55		1		323
col-43		54		0		318
col-95		39		0		238
col-154	 	38		1		338
col-97		37		0		265
col-166		31		0		187
col-122		27		0		294
col-114		23		0		181
col-160		21		0		180
col-109 	19		0		164
col-107		17		0		194
col-85		13		0		212
col-44 		13		0		232
col-110		10		0		57
col-45		9		3		32
col-176		8		0		162
dpy-7		8		5		95
col-159	 	8		0		176
col-60		8		1		19
col-39		7		0		161
rol-8		7		0		178
col-119		7		0		289
col-38		7		0		116
col-183		6		0		228
col-48		6		0		188
col-101		5		0		179
col-63		5		0		139
col-180		5		0		185
col-170 	5		0		193
col-169 	5		0		183
col-167		4		0		184
col-165		4		0		99
col-164 	3		0		63
col-77		3		0		203
col-161		3		0		188
ram-2		3		0		178
col-88 		2		0		155
col-185 	2		1		209
col-126		2		0		148
col-127		2		0		148
col-2		2		0		292
col-90		2		0		180
col-187		2		1		0
col-83		2		1		6
col-13		2		0		174
col-146		2		0		155
col-171 	2		0		31
col-12		2		0		189
dpy-8		1		1		99
sqt-1		1		0		123
col-7		1		0		157
col-62		1		0		150
col-143		1		0		159
col-20		1		0		156
col-181 	1		0		164
col-178		1		0		145
col-73		1		0		206
col-147		1		0		146
col-149		1		0		132
gna-1 		1		0		0
bli-1		1		0		24
col-186		1		1		7
col-153		1		0		13
col-89		1		0		141
dpy-5		1		0		123
col-163		1		0		0
col-174		1		2		48
col-9		1		0		101
col-121		1		0		18
col-177		1		0		7
col-84		1		0		92
col-182		1		0		133
col-40		1		0		192
col-86		1		0		18
col-80		1		0		263
col-33		1		0		190
col-81		1		0		143
col-130		1		0		171
col-118		1		0		86
col-19		1		0		122
col-91		1		0		108
col-35		1		1		112
col-129		0		0		173
col-140		0		0		175
crm-1		0		0		0
crm-1		0		0		0
crm-1		0		0		0
crm-1		0		0		0
col-156		0		0		141
col-68		0		0		103
col-158		0		0		111
col-17		0		0		217
col-41 		0		0		190
dpy-9 		0		0		78
col-50		0		0		102
lon-3 		0		0		10
col-141		0		0		157
col-104		0		1		123
crm-1		0		0		0
crm-1		0		0		0
col-150		0		0		49
col-49		0		0		91
col-51		0		0		136
col-179 	0		0		144
col-36		0		0		121
col-14		0		0		170
col-142		0		0		173
col-151		0		0		4
sqt-2		0		0		105
col-61		0		0		16
col-79		0		0		29
col-148		0		0		23
col-102		0		0		160
col-175 	0		0		76
cle-1		0		0		21
col-131 	0		0		10
col-132 	0		0		117
col-138		0		0		217
col-128 	0		0		12
col-184 	0		0		157
col-152 	0		0		26
col-54 		0		0		64
col-172 	0		0		7
col-173 	0		0		33
fipr-21 	0		0		0
col-64 		0		1		3
srxa-2		0		0		0
col-105		0		0		0
col-70 		0		0		0
col-69 		0		0		15
col-75 		0		0		3
col-53 		0		0		7
col-76 		0		0		24
col-135 	0		0		22
rol-6		0		0		132
col-78 		0		0		0
col-123 	0		0		31
col-72 		0		0		31
col-87 		0		0		11
col-37 		0		0			150
-----------------------------------------------------------
The other genes that we found
-----------------------------------------------------------
T02C5.1	3
anr-47	3
Y54B9A.1	322
col-56	6
Y48C3A.5	6
xpf-1	6
Y39A3A.8	8
srx-85	6
col-55	61
clec-222	51
C48B6.2	5
chc-1	3
nduf-5	6
W10G11.23	8
F27B3.8	35
Y69H2.19	5
Y41C4A.23	16
glb-25	4
mom-2	6
T16H12.3	4
F41G4.7	6
C38C6.5	6
Y116F11B.23	6
F53B3.8	3
Y47H9C.17	5
T26F2.1	6
mmcm-1	4
col-162	177
col-65	129
let-526	30
col-42	201
2RSSE.1	9
grl-11	3
col-74	128
T27F6.1	7
ceh-54	9
W03F9.4	4
dpy-4	336
Y71H2B.5	6
F40F8.5	7
Y54F10AM.13	1
col-144	199
col-137	129
Y116F11B.20	11
T25B9.9	6
C43D7.17	2
Y105E8A.28	3
Y41C4A.28	4
F31D4.11	316
ttn-1	4
F10D7.5	4
K02E2.6	6
ttr-6	6
arid-1	6
T23F6.1	10
F35B12.9	8
B0393.3	10
grh-1	9
Y51A2D.36	98
dpy-17	96
col-93	309
haf-3	8
ego-2	7
unc-31	3
F07E5.5	6
glo-1	3
C47E12.14	6
prp-6	18
col-103	232
phat-5	14
col-113	92
H03A11.1	6
cyk-1	3
D1005.9	11
Y67D8B.3	3
T01D1.4	7
Y41E3.11	6
ZC123.10	194
let-711	7
spe-15	6
ggr-2	6
mig-17	6
Y105E8A.44	266
ZC449.4	6
pcyt-1	5
Y39B6A.1	6
sec-24.1	28
fmi-1	7
M151.7	6
htz-1	30
F59H5.5	2
Y22D7AR.18	6
R04B5.5	2
C23H5.10	9
ZK1025.13	2
ten-1	9
T07A9.8	3
rol-1	49
nono-1	28
col-115	71
shk-1	5
mog-4	7
Y57G11B.6	5
unc-13	8
B0001.2	9
C35B1.4	9
col-71	79
unc-89	8
bli-2	90
hum-2	7
lin-38	12
cct-4	6
Y37A1A.4	3
R10D12.15	6
Y71H2B.2	9
Y51F10.12	18
M151.9	6
F53F10.1	6
catp-8	6
Y105E8A.45	11
gnrr-5	6
twk-43	3
npp-3	9
cut-1	9
lgc-10	8
K03E5.7	14
pqn-70	21
mca-3	7
col-120	28
mtch-1	4
F39D8.3	6
nas-10	4
Y105E8A.43	16
Y105E8A.42	248
B0041.10	49
istr-1	8
cpna-4	6
Y51A2D.29	5
H06I04.11	10
coq-8	3
dpy-10	56
Y113G7A.20	249
eif-1.A	11
Y43F8B.27	27
F57F4.2	4
Y57A10A.40	87
mat-1	7
Y43F8B.3	7
F09C3.8	5
col-124	276
C02B10.5	8
T22C1.6	6
F47G4.11	194
dpf-3	2
Y51A2D.37	194
srgp-1	6
F56E10.6	4
F19B10.5	7
C05D2.16	5
emb-4	8
skp-1	6
T28F2.1	4
F13E9.8	13
T05E12.9	6
mec-14	6
col-108	126
Y71G12B.13	11
R166.10	9
Y105E8A.39	130
col-10	199
F49D11.6	5
col-116	19
rpt-6	4
Y69H2.24	250
mcd-1	6
lpr-4	3
col-145	206
Y60C6A.1	3
ZK1025.11	6
col-133	263
D2030.14	15
F43D9.11	270
D1005.8	9
col-94	320
col-52	12
F25F6.3	2
F47G4.12	160
T01D3.1	6
T05F1.2	3
Y51A2D.28	957
F40H3.11	16
Y49E10.31	16
col-168	184
alfa-1	3
tfg-1	5
Y48G9A.17	10
clx-1	8
col-99	67
C46G7.1	6
itsn-1	12
cof-2	3
col-92	307
Y39A3A.9	5
ZK430.5	8
Y53F4B.21	5
C25E10.7	4
Y92C3A.8	4
mlt-7	10
ZK970.7	8
F27C1.11	3
K11D2.5	9
hpo-35	4
set-16	9
B0454.13	8
dpy-14	91
C28C12.4	11
ser-2	5
bet-2	5
trcs-2	6
sra-28	14
dkf-2	5
col-58	63
dpy-2	95
M03E7.3	5
swsn-7	15
hmit-1.1	7
Y82E9BR.26	8
vha-17	8
srg-33	6
Y53C10A.10	22
W03D8.11	9
C42D8.1	9
ZK484.5	7
unc-22	34
tbc-20	8
sra-14	16
T04D3.9	2
F37H8.3	5
Y59A8B.36	18
dnc-5	3
M199.9	18
F14D1.2	77
exc-6	9
K07C11.7	9
Y80D3A.15	2
csn-4	4
Y47H9C.20	13
clec-223	23
Y75B8A.50	14
fbxa-104	3
T25B9.3	3
C02E7.17	3
C52E12.1	3
ZC123.8	8
BE10.7	12
F14H12.3	10
bli-6	200
M70.4	2
taf-12	6
col-8	84
pab-1	7
col-106	63
Y53H1C.6	2
B0524.9	10
C05D9.4	3
mec-5	6
F49C12.15	6
Y50D4C.3	5
F13E9.15	9
H28G03.9	6
C29F5.8	8
-----------------------------------------------------------
Summary:
-----------------------------------------------------------
* 9 genes from excel that D>=99
** 48 Got off off targets (hits for a gene that his D<=0)
*** 271 extra genes
