params: score_limit=16, eVal_upper_limit=3, align_min_limit=16, min_identity=100, matches=16, m_delta=59
exl_b		exl_c	exl_d	hits
sqt-3		1859	0		122
col-34		454		0		61
let-2		309		1		124
col-157		145		1		118
col-117		120		0		148
col-3		120		0		148
col-139		120		0		68
emb-9		105		0		62
dpy-13		105		1		905
col-125		98		0		145
dpy-3		94		0		18
col-111		93		2		26
col-98		68		0		88
col-96		61		1		79
col-155		55		1		102
col-43		54		0		109
col-95		39		0		76
col-154	 	38		1		106
col-97		37		0		57
col-166		31		0		78
col-122		27		0		70
col-114		23		0		60
col-160		21		0		30
col-109 	19		0		6
col-107		17		0		21
col-85		13		0		69
col-44 		13		0		93
col-110		10		0		0
col-45		9		3		0
col-176		8		0		50
dpy-7		8		5		3
col-159	 	8		0		25
col-60		8		1		0
col-39		7		0		37
rol-8		7		0		51
col-119		7		0		108
col-38		7		0		24
col-183		6		0		76
col-48		6		0		37
col-101		5		0		40
col-63		5		0		0
col-180		5		0		54
col-170 	5		0		53
col-169 	5		0		46
col-167		4		0		53
col-165		4		0		22
col-164 	3		0		0
col-77		3		0		46
col-161		3		0		37
ram-2		3		0		32
col-88 		2		0		7
col-185 	2		1		76
col-126		2		0		43
col-127		2		0		43
col-2		2		0		44
col-90		2		0		0
col-187		2		1		0
col-83		2		1		0
col-13		2		0		25
col-146		2		0		11
col-171 	2		0		38
col-12		2		0		25
dpy-8		1		1		22
sqt-1		1		0		31
col-7		1		0		76
col-62		1		0		75
col-143		1		0		75
col-20		1		0		22
col-181 	1		0		55
col-178		1		0		61
col-73		1		0		97
col-147		1		0		40
col-149		1		0		11
gna-1 		1		0		0
bli-1		1		0		0
col-186		1		1		0
col-153		1		0		0
col-89		1		0		0
dpy-5		1		0		10
col-163		1		0		0
col-174		1		2		0
col-9		1		0		0
col-121		1		0		0
col-177		1		0		0
col-84		1		0		0
col-182		1		0		22
col-40		1		0		56
col-86		1		0		0
col-80		1		0		61
col-33		1		0		11
col-81		1		0		48
col-130		1		0		30
col-118		1		0		15
col-19		1		0		52
col-91		1		0		14
col-35		1		1		37
col-129		0		0		45
col-140		0		0		46
crm-1		0		0		0
crm-1		0		0		0
crm-1		0		0		0
crm-1		0		0		0
col-156		0		0		13
col-68		0		0		10
col-158		0		0		29
col-17		0		0		118
col-41 		0		0		12
dpy-9 		0		0		10
col-50		0		0		22
lon-3 		0		0		11
col-141		0		0		28
col-104		0		1		22
crm-1		0		0		0
crm-1		0		0		0
col-150		0		0		0
col-49		0		0		0
col-51		0		0		45
col-179 	0		0		61
col-36		0		0		41
col-14		0		0		25
col-142		0		0		105
col-151		0		0		0
sqt-2		0		0		20
col-61		0		0		0
col-79		0		0		21
col-148		0		0		0
col-102		0		0		16
col-175 	0		0		10
cle-1		0		0		0
col-131 	0		0		0
col-132 	0		0		11
col-138		0		0		53
col-128 	0		0		12
col-184 	0		0		12
col-152 	0		0		0
col-54 		0		0		11
col-172 	0		0		0
col-173 	0		0		0
fipr-21 	0		0		0
col-64 		0		1		0
srxa-2		0		0		0
col-105		0		0		0
col-70 		0		0		0
col-69 		0		0		0
col-75 		0		0		0
col-53 		0		0		0
col-76 		0		0		0
col-135 	0		0		0
rol-6		0		0		30
col-78 		0		0		0
col-123 	0		0		11
col-72 		0		0		0
col-87 		0		0		0
col-37 		0		0			19
-----------------------------------------------------------
The other genes that we found
-----------------------------------------------------------
Y113G7A.20	88
Y54B9A.1	109
smg-8	10
Y105E8A.42	28
B0041.10	10
bli-6	78
Y51A2D.36	12
C15H9.4	5
Y57A10A.40	21
col-162	33
col-42	66
figl-1	11
M7.10	10
Y51A2D.37	21
col-74	28
ceh-54	2
col-108	22
Y71G12B.13	16
col-144	40
col-137	46
unc-22	4
vha-17	4
Y105E8A.39	11
col-10	40
ogdh-1	10
Y69H2.24	76
lpr-4	10
col-145	32
skp-1	10
let-805	10
col-133	42
D2030.14	10
F43D9.11	57
col-94	124
Y51A2D.28	959
Y105E8A.43	3
col-168	53
Y48G9A.17	3
col-103	64
dpy-10	12
Y38H6C.16	10
col-113	25
col-92	124
lam-2	11
F47G4.12	22
F32D8.3	10
clx-1	5
col-93	115
dpy-14	12
gsp-1	10
T06F4.5	20
col-58	4
dpy-2	19
htz-1	10
C42D8.1	2
srh-181	10
ZC123.10	21
rol-1	10
col-115	26
mnp-1	5
col-71	12
wrt-1	10
K01A6.6	8
atad-3	10
Y51F10.12	3
F47G4.11	21
Y105E8A.44	43
col-8	21
F31D4.11	79
mec-5	10
cut-1	13
dpy-4	92
K03E5.7	13
dpy-17	26
col-124	99
-----------------------------------------------------------
Summary:
-----------------------------------------------------------
* 14 genes from excel that D>=59
** 30 Got off off targets (hits for a gene that his D<=0)
*** 75 extra genes
