params: score_limit=14, eVal_upper_limit=4, align_min_limit=16, min_identity=60, matches=18, m_delta=7
exl_b		exl_c	exl_d	hits
sqt-3		1859	0		287
col-34		454		0		369
let-2		309		1		276
col-157		145		1		307
col-117		120		0		338
col-3		120		0		338
col-139		120		0		301
emb-9		105		0		226
dpy-13		105		1		901
col-125		98		0		306
dpy-3		94		0		200
col-111		93		2		98
col-98		68		0		232
col-96		61		1		310
col-155		55		1		302
col-43		54		0		308
col-95		39		0		222
col-154	 	38		1		320
col-97		37		0		248
col-166		31		0		163
col-122		27		0		288
col-114		23		0		170
col-160		21		0		172
col-109 	19		0		154
col-107		17		0		189
col-85		13		0		209
col-44 		13		0		223
col-110		10		0		57
col-45		9		3		25
col-176		8		0		157
dpy-7		8		5		78
col-159	 	8		0		165
col-60		8		1		19
col-39		7		0		154
rol-8		7		0		155
col-119		7		0		278
col-38		7		0		103
col-183		6		0		219
col-48		6		0		162
col-101		5		0		168
col-63		5		0		128
col-180		5		0		170
col-170 	5		0		166
col-169 	5		0		159
col-167		4		0		160
col-165		4		0		96
col-164 	3		0		45
col-77		3		0		194
col-161		3		0		179
ram-2		3		0		169
col-88 		2		0		133
col-185 	2		1		200
col-126		2		0		144
col-127		2		0		144
col-2		2		0		264
col-90		2		0		161
col-187		2		1		0
col-83		2		1		6
col-13		2		0		164
col-146		2		0		144
col-171 	2		0		25
col-12		2		0		175
dpy-8		1		1		86
sqt-1		1		0		113
col-7		1		0		145
col-62		1		0		137
col-143		1		0		152
col-20		1		0		146
col-181 	1		0		141
col-178		1		0		131
col-73		1		0		198
col-147		1		0		137
col-149		1		0		115
gna-1 		1		0		0
bli-1		1		0		23
col-186		1		1		7
col-153		1		0		10
col-89		1		0		118
dpy-5		1		0		121
col-163		1		0		0
col-174		1		2		39
col-9		1		0		87
col-121		1		0		18
col-177		1		0		7
col-84		1		0		85
col-182		1		0		119
col-40		1		0		175
col-86		1		0		10
col-80		1		0		255
col-33		1		0		170
col-81		1		0		139
col-130		1		0		165
col-118		1		0		82
col-19		1		0		116
col-91		1		0		101
col-35		1		1		109
col-129		0		0		170
col-140		0		0		155
crm-1		0		0		0
crm-1		0		0		0
crm-1		0		0		0
crm-1		0		0		0
col-156		0		0		137
col-68		0		0		97
col-158		0		0		101
col-17		0		0		211
col-41 		0		0		175
dpy-9 		0		0		78
col-50		0		0		97
lon-3 		0		0		10
col-141		0		0		139
col-104		0		1		103
crm-1		0		0		0
crm-1		0		0		0
col-150		0		0		41
col-49		0		0		79
col-51		0		0		126
col-179 	0		0		130
col-36		0		0		121
col-14		0		0		158
col-142		0		0		168
col-151		0		0		4
sqt-2		0		0		98
col-61		0		0		14
col-79		0		0		13
col-148		0		0		23
col-102		0		0		149
col-175 	0		0		68
cle-1		0		0		9
col-131 	0		0		8
col-132 	0		0		107
col-138		0		0		173
col-128 	0		0		12
col-184 	0		0		149
col-152 	0		0		18
col-54 		0		0		57
col-172 	0		0		7
col-173 	0		0		33
fipr-21 	0		0		0
col-64 		0		1		3
srxa-2		0		0		0
col-105		0		0		0
col-70 		0		0		0
col-69 		0		0		15
col-75 		0		0		3
col-53 		0		0		7
col-76 		0		0		16
col-135 	0		0		14
rol-6		0		0		123
col-78 		0		0		0
col-123 	0		0		27
col-72 		0		0		29
col-87 		0		0		4
col-37 		0		0			142
-----------------------------------------------------------
The other genes that we found
-----------------------------------------------------------
T02C5.1	3
anr-47	3
Y54B9A.1	311
col-56	6
Y48C3A.5	6
xpf-1	5
srx-85	6
col-55	59
clec-222	48
chc-1	3
nduf-5	6
col-144	183
dpy-2	92
Y69H2.19	4
Y41C4A.23	5
mom-2	6
T16H12.3	4
F41G4.7	6
C38C6.5	6
Y116F11B.23	6
F53B3.8	3
npp-3	7
col-162	166
col-65	124
C52E12.1	3
col-42	194
2RSSE.1	7
B0041.10	48
grl-11	3
col-74	115
T27F6.1	7
ceh-54	8
W03F9.4	4
dpy-4	311
Y71H2B.5	6
F40F8.5	7
Y54F10AM.13	1
set-16	9
Y116F11B.20	3
T25B9.9	6
C43D7.17	2
Y105E8A.28	3
Y41C4A.28	4
F31D4.11	310
ttn-1	4
K02E2.6	6
arid-1	6
T23F6.1	8
B0393.3	9
Y51A2D.36	90
dpy-17	95
col-93	297
ego-2	7
unc-31	3
F07E5.5	6
glo-1	2
prp-6	17
col-103	224
unc-13	7
phat-5	6
col-113	80
C23H5.10	9
H03A11.1	6
cyk-1	3
D1005.9	3
Y67D8B.3	3
T01D1.4	7
Y41E3.11	6
ZC123.10	189
let-711	7
spe-15	6
ggr-2	5
mig-17	6
Y105E8A.44	250
ZC449.4	6
pcyt-1	5
Y39B6A.1	6
sec-24.1	28
fmi-1	7
M151.7	6
htz-1	28
F59H5.5	2
Y22D7AR.18	6
R04B5.5	2
ZK1025.13	2
ten-1	8
T07A9.8	3
rol-1	48
nono-1	20
col-115	67
shk-1	5
Y57G11B.6	5
C35B1.4	9
col-71	70
bli-2	85
hum-2	7
lin-38	4
F57F4.2	4
Y37A1A.4	3
R10D12.15	6
Y51F10.12	11
M151.9	6
F53F10.1	6
catp-8	6
Y105E8A.45	10
gnrr-5	6
cut-1	9
F37H8.3	5
K03E5.7	14
pqn-70	13
mca-3	7
col-120	20
mtch-1	3
F39D8.3	6
Y105E8A.43	9
Y105E8A.42	227
F47G4.11	189
cpna-4	6
H06I04.11	10
coq-8	3
C46G7.1	6
Y113G7A.20	234
Y43F8B.27	27
cct-4	6
Y57A10A.40	65
mat-1	7
Y43F8B.3	7
F09C3.8	4
col-124	264
T22C1.6	6
T26F2.1	6
dpf-3	2
Y51A2D.37	189
srgp-1	6
F56E10.6	3
F19B10.5	7
C05D2.16	5
col-92	300
skp-1	5
T28F2.1	4
F13E9.8	13
T05E12.9	6
F49D11.6	5
col-108	111
Y71G12B.13	11
R166.10	7
Y105E8A.39	117
col-10	183
col-116	19
rpt-6	4
Y69H2.24	235
mcd-1	6
lpr-4	3
col-145	197
Y60C6A.1	3
ZK1025.11	6
col-133	251
D2030.14	6
F43D9.11	253
D1005.8	7
col-94	312
col-52	9
F25F6.3	2
F47G4.12	140
T01D3.1	6
Y51A2D.28	955
ttr-6	6
Y49E10.31	7
col-168	160
tfg-1	5
Y48G9A.17	9
col-99	51
dpy-10	47
eif-1.A	9
itsn-1	12
cof-2	3
mec-14	6
C25E10.7	4
Y92C3A.8	4
mlt-7	3
clx-1	7
F27C1.11	3
K11D2.5	7
hpo-35	4
col-137	119
dpy-14	82
C28C12.4	11
bet-2	5
trcs-2	6
sra-28	12
col-58	61
F27B3.8	28
M03E7.3	4
hmit-1.1	7
vha-17	7
srg-33	6
Y53C10A.10	22
W03D8.11	7
C42D8.1	8
ZK484.5	7
unc-22	32
sra-14	15
T04D3.9	2
lgc-10	8
Y59A8B.36	17
dnc-5	3
M199.9	18
F14D1.2	51
exc-6	9
K07C11.7	7
Y80D3A.15	2
csn-4	3
F13E9.15	7
clec-223	21
Y75B8A.50	6
let-526	19
BE10.7	3
F14H12.3	7
Y47H9C.20	10
bli-6	191
M70.4	2
taf-12	6
col-8	62
pab-1	7
col-106	57
Y53H1C.6	2
B0524.9	9
C05D9.4	3
mec-5	6
F49C12.15	6
H28G03.9	5
C02E7.17	3
C29F5.8	7
-----------------------------------------------------------
Summary:
-----------------------------------------------------------
* 35 genes from excel that D>=7
** 48 Got off off targets (hits for a gene that his D<=0)
*** 233 extra genes
